Role,Section,Feature,Data Scope,Feature Key,Built,Screen,Endpoints,Tested As,Result,Checks,Also readable by,Evidence,Verified against
Admissions & Front Office,Applications,Online Application Form Builder,Assigned institution/campus,admissions.applications.online_application_form_builder,no,,,,not built,0,,"catalogued only. 6 of 7 features in “Applications” are working, so the section exists and this is a gap within it.",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Applications,Applicant documents,Assigned institution/campus admissions scope,admissions.applications.applicant_documents,yes,admissions/Applications,GET /api/v1/academics/sections GET /api/v1/admissions/applications POST /api/v1/admissions/workflow/applications/:param/assessment POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol,admissions@vivencia.test,pass,2,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/admissions/applications 200, 44 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Applications,Entrance Exam Scheduling,Assigned institution/campus,admissions.applications.entrance_exam_scheduling,yes,admissions/Applications,GET /api/v1/academics/sections GET /api/v1/admissions/applications POST /api/v1/admissions/workflow/applications/:param/assessment POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol,admissions@vivencia.test,pass,2,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/admissions/applications 200, 44 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Applications,Interview & Interaction Scheduler,Assigned institution/campus,admissions.applications.interview_interaction_scheduler,yes,admissions/Applications,GET /api/v1/academics/sections GET /api/v1/admissions/applications POST /api/v1/admissions/workflow/applications/:param/assessment POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol,admissions@vivencia.test,pass,2,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/admissions/applications 200, 44 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Applications,Applicant Medical Fitness Declaration,Assigned institution/campus,admissions.applications.applicant_medical_fitness_declaration,yes,admissions/Funnel,GET /api/v1/academics/classes GET /api/v1/admin/users POST /api/v1/admissions/applications/patch GET /api/v1/admissions/leads POST /api/v1/admissions/leads/assign GET/POST /api/v1/admissions/open-days GET /api/v1/admissions/open-days/:param/bookings GET /api/v1/admissions/open-days/:param/slots POST /api/v1/admissions/open-days/book GET/POST /api/v1/admissions/prospectus GET /api/v1/admissions/register POST /api/v1/admissions/rte/import GET /api/v1/admissions/sources POST /api/v1/admissions/waitlist/promote,admissions@vivencia.test,pass,9,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/classes 200, 4 rows; /api/v1/admin/users 403 to admissions — sub-view for staff only; /api/v1/admissions/leads 200, 83 rows; /api/v1/admissions/open-days 200, 1 rows; /api/v1/admissions/open-days/:param/bookings no demo record to address; /api/v1/admissions/open-days/:param/slots no demo record to address; /api/v1/admissions/prospectus 200, 3 rows; /api/v1/admissions/register 200, 44 rows; /api/v1/admissions/sources 200, 2 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Applications,Foreign / NRI Student Visa Documentation,Assigned institution/campus,admissions.applications.foreign_nri_student_visa_documentation,yes,admissions/Funnel,GET /api/v1/academics/classes GET /api/v1/admin/users POST /api/v1/admissions/applications/patch GET /api/v1/admissions/leads POST /api/v1/admissions/leads/assign GET/POST /api/v1/admissions/open-days GET /api/v1/admissions/open-days/:param/bookings GET /api/v1/admissions/open-days/:param/slots POST /api/v1/admissions/open-days/book GET/POST /api/v1/admissions/prospectus GET /api/v1/admissions/register POST /api/v1/admissions/rte/import GET /api/v1/admissions/sources POST /api/v1/admissions/waitlist/promote,admissions@vivencia.test,pass,9,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/classes 200, 4 rows; /api/v1/admin/users 403 to admissions — sub-view for staff only; /api/v1/admissions/leads 200, 83 rows; /api/v1/admissions/open-days 200, 1 rows; /api/v1/admissions/open-days/:param/bookings no demo record to address; /api/v1/admissions/open-days/:param/slots no demo record to address; /api/v1/admissions/prospectus 200, 3 rows; /api/v1/admissions/register 200, 44 rows; /api/v1/admissions/sources 200, 2 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Admissions,Offers / admission decisions,Assigned institution/campus admissions scope,admissions.admissions.offers_admission_decisions,yes,admissions/Pipeline,GET /api/v1/academics/sections POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol GET /api/v1/admissions/workflow/funnel GET /api/v1/admissions/workflow/merit GET /api/v1/admissions/workflow/seats,admissions@vivencia.test,pass,4,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/admissions/workflow/funnel 200, 5 rows; /api/v1/admissions/workflow/merit 200, 44 rows; /api/v1/admissions/workflow/seats 200, 4 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Admissions,Merit List Generation,Assigned institution/campus,admissions.admissions.merit_list_generation,yes,admissions/Pipeline,GET /api/v1/academics/sections POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol GET /api/v1/admissions/workflow/funnel GET /api/v1/admissions/workflow/merit GET /api/v1/admissions/workflow/seats,admissions@vivencia.test,pass,4,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/admissions/workflow/funnel 200, 5 rows; /api/v1/admissions/workflow/merit 200, 44 rows; /api/v1/admissions/workflow/seats 200, 4 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Admissions,Seat Allocation Management,Assigned institution/campus,admissions.admissions.seat_allocation_management,yes,admissions/Pipeline,GET /api/v1/academics/sections POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol GET /api/v1/admissions/workflow/funnel GET /api/v1/admissions/workflow/merit GET /api/v1/admissions/workflow/seats,admissions@vivencia.test,pass,4,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/admissions/workflow/funnel 200, 5 rows; /api/v1/admissions/workflow/merit 200, 44 rows; /api/v1/admissions/workflow/seats 200, 4 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Admissions,Provisional Offer Letters,Assigned institution/campus,admissions.admissions.provisional_offer_letters,yes,admissions/Applications,GET /api/v1/academics/sections GET /api/v1/admissions/applications POST /api/v1/admissions/workflow/applications/:param/assessment POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol,admissions@vivencia.test,pass,2,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/admissions/applications 200, 44 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Admissions,Admission Waitlist Management,Assigned institution/campus,admissions.admissions.admission_waitlist_management,yes,admissions/Funnel,GET /api/v1/academics/classes GET /api/v1/admin/users POST /api/v1/admissions/applications/patch GET /api/v1/admissions/leads POST /api/v1/admissions/leads/assign GET/POST /api/v1/admissions/open-days GET /api/v1/admissions/open-days/:param/bookings GET /api/v1/admissions/open-days/:param/slots POST /api/v1/admissions/open-days/book GET/POST /api/v1/admissions/prospectus GET /api/v1/admissions/register POST /api/v1/admissions/rte/import GET /api/v1/admissions/sources POST /api/v1/admissions/waitlist/promote,admissions@vivencia.test,pass,9,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/classes 200, 4 rows; /api/v1/admin/users 403 to admissions — sub-view for staff only; /api/v1/admissions/leads 200, 83 rows; /api/v1/admissions/open-days 200, 1 rows; /api/v1/admissions/open-days/:param/bookings no demo record to address; /api/v1/admissions/open-days/:param/slots no demo record to address; /api/v1/admissions/prospectus 200, 3 rows; /api/v1/admissions/register 200, 44 rows; /api/v1/admissions/sources 200, 2 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Admissions,Admission Fee Collection,Assigned institution/campus,admissions.admissions.admission_fee_collection,yes,admissions/Funnel,GET /api/v1/academics/classes GET /api/v1/admin/users POST /api/v1/admissions/applications/patch GET /api/v1/admissions/leads POST /api/v1/admissions/leads/assign GET/POST /api/v1/admissions/open-days GET /api/v1/admissions/open-days/:param/bookings GET /api/v1/admissions/open-days/:param/slots POST /api/v1/admissions/open-days/book GET/POST /api/v1/admissions/prospectus GET /api/v1/admissions/register POST /api/v1/admissions/rte/import GET /api/v1/admissions/sources POST /api/v1/admissions/waitlist/promote,admissions@vivencia.test,pass,9,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/classes 200, 4 rows; /api/v1/admin/users 403 to admissions — sub-view for staff only; /api/v1/admissions/leads 200, 83 rows; /api/v1/admissions/open-days 200, 1 rows; /api/v1/admissions/open-days/:param/bookings no demo record to address; /api/v1/admissions/open-days/:param/slots no demo record to address; /api/v1/admissions/prospectus 200, 3 rows; /api/v1/admissions/register 200, 44 rows; /api/v1/admissions/sources 200, 2 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Admissions,Enrollment handoff,Assigned institution/campus admissions scope,admissions.admissions.enrollment_handoff,yes,admissions/Pipeline,GET /api/v1/academics/sections POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol GET /api/v1/admissions/workflow/funnel GET /api/v1/admissions/workflow/merit GET /api/v1/admissions/workflow/seats,admissions@vivencia.test,pass,4,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/admissions/workflow/funnel 200, 5 rows; /api/v1/admissions/workflow/merit 200, 44 rows; /api/v1/admissions/workflow/seats 200, 4 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Admissions,Sibling Priority Auto-Matching,Assigned institution/campus,admissions.admissions.sibling_priority_auto_matching,yes,admissions/Funnel,GET /api/v1/academics/classes GET /api/v1/admin/users POST /api/v1/admissions/applications/patch GET /api/v1/admissions/leads POST /api/v1/admissions/leads/assign GET/POST /api/v1/admissions/open-days GET /api/v1/admissions/open-days/:param/bookings GET /api/v1/admissions/open-days/:param/slots POST /api/v1/admissions/open-days/book GET/POST /api/v1/admissions/prospectus GET /api/v1/admissions/register POST /api/v1/admissions/rte/import GET /api/v1/admissions/sources POST /api/v1/admissions/waitlist/promote,admissions@vivencia.test,pass,9,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/classes 200, 4 rows; /api/v1/admin/users 403 to admissions — sub-view for staff only; /api/v1/admissions/leads 200, 83 rows; /api/v1/admissions/open-days 200, 1 rows; /api/v1/admissions/open-days/:param/bookings no demo record to address; /api/v1/admissions/open-days/:param/slots no demo record to address; /api/v1/admissions/prospectus 200, 3 rows; /api/v1/admissions/register 200, 44 rows; /api/v1/admissions/sources 200, 2 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Admissions,Alumni Child Quota Allocation,Assigned institution/campus,admissions.admissions.alumni_child_quota_allocation,yes,admissions/Funnel,GET /api/v1/academics/classes GET /api/v1/admin/users POST /api/v1/admissions/applications/patch GET /api/v1/admissions/leads POST /api/v1/admissions/leads/assign GET/POST /api/v1/admissions/open-days GET /api/v1/admissions/open-days/:param/bookings GET /api/v1/admissions/open-days/:param/slots POST /api/v1/admissions/open-days/book GET/POST /api/v1/admissions/prospectus GET /api/v1/admissions/register POST /api/v1/admissions/rte/import GET /api/v1/admissions/sources POST /api/v1/admissions/waitlist/promote,admissions@vivencia.test,pass,9,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/classes 200, 4 rows; /api/v1/admin/users 403 to admissions — sub-view for staff only; /api/v1/admissions/leads 200, 83 rows; /api/v1/admissions/open-days 200, 1 rows; /api/v1/admissions/open-days/:param/bookings no demo record to address; /api/v1/admissions/open-days/:param/slots no demo record to address; /api/v1/admissions/prospectus 200, 3 rows; /api/v1/admissions/register 200, 44 rows; /api/v1/admissions/sources 200, 2 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Admissions,RTE (Right to Education) Quota Tracking,Assigned institution/campus,admissions.admissions.rte_right_to_education_quota_tracking,yes,admissions/Pipeline,GET /api/v1/academics/sections POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol GET /api/v1/admissions/workflow/funnel GET /api/v1/admissions/workflow/merit GET /api/v1/admissions/workflow/seats,admissions@vivencia.test,pass,4,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/admissions/workflow/funnel 200, 5 rows; /api/v1/admissions/workflow/merit 200, 44 rows; /api/v1/admissions/workflow/seats 200, 4 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Admissions,RTE Online Lottery Import,Assigned institution/campus,admissions.admissions.rte_online_lottery_import,yes,admissions/Funnel,GET /api/v1/academics/classes GET /api/v1/admin/users POST /api/v1/admissions/applications/patch GET /api/v1/admissions/leads POST /api/v1/admissions/leads/assign GET/POST /api/v1/admissions/open-days GET /api/v1/admissions/open-days/:param/bookings GET /api/v1/admissions/open-days/:param/slots POST /api/v1/admissions/open-days/book GET/POST /api/v1/admissions/prospectus GET /api/v1/admissions/register POST /api/v1/admissions/rte/import GET /api/v1/admissions/sources POST /api/v1/admissions/waitlist/promote,admissions@vivencia.test,pass,9,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/classes 200, 4 rows; /api/v1/admin/users 403 to admissions — sub-view for staff only; /api/v1/admissions/leads 200, 83 rows; /api/v1/admissions/open-days 200, 1 rows; /api/v1/admissions/open-days/:param/bookings no demo record to address; /api/v1/admissions/open-days/:param/slots no demo record to address; /api/v1/admissions/prospectus 200, 3 rows; /api/v1/admissions/register 200, 44 rows; /api/v1/admissions/sources 200, 2 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Admissions,Aadhaar & APAAR Capture at Admission,Assigned institution/campus,admissions.admissions.aadhaar_apaar_capture_at_admission,yes,admissions/Funnel,GET /api/v1/academics/classes GET /api/v1/admin/users POST /api/v1/admissions/applications/patch GET /api/v1/admissions/leads POST /api/v1/admissions/leads/assign GET/POST /api/v1/admissions/open-days GET /api/v1/admissions/open-days/:param/bookings GET /api/v1/admissions/open-days/:param/slots POST /api/v1/admissions/open-days/book GET/POST /api/v1/admissions/prospectus GET /api/v1/admissions/register POST /api/v1/admissions/rte/import GET /api/v1/admissions/sources POST /api/v1/admissions/waitlist/promote,admissions@vivencia.test,pass,9,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/classes 200, 4 rows; /api/v1/admin/users 403 to admissions — sub-view for staff only; /api/v1/admissions/leads 200, 83 rows; /api/v1/admissions/open-days 200, 1 rows; /api/v1/admissions/open-days/:param/bookings no demo record to address; /api/v1/admissions/open-days/:param/slots no demo record to address; /api/v1/admissions/prospectus 200, 3 rows; /api/v1/admissions/register 200, 44 rows; /api/v1/admissions/sources 200, 2 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Admissions,Transfer Certificate Intake,Assigned institution/campus,admissions.admissions.transfer_certificate_intake,yes,admissions/Applications,GET /api/v1/academics/sections GET /api/v1/admissions/applications POST /api/v1/admissions/workflow/applications/:param/assessment POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol,admissions@vivencia.test,pass,2,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/admissions/applications 200, 44 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Admissions,Medium of Instruction Selection,Assigned institution/campus,admissions.admissions.medium_of_instruction_selection,yes,admissions/Applications,GET /api/v1/academics/sections GET /api/v1/admissions/applications POST /api/v1/admissions/workflow/applications/:param/assessment POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol,admissions@vivencia.test,pass,2,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/admissions/applications 200, 44 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Admissions,Child Info ID Capture,Assigned institution/campus,admissions.admissions.child_info_id_capture,yes,admissions/Applications,GET /api/v1/academics/sections GET /api/v1/admissions/applications POST /api/v1/admissions/workflow/applications/:param/assessment POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol,admissions@vivencia.test,pass,2,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/admissions/applications 200, 44 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Visitors,Visitor Gate Pass Generation,Assigned institution/campus,admissions.visitors.visitor_gate_pass_generation,yes,admissions/FrontDesk,GET /api/v1/hr/employees GET/POST /api/v1/office/appointments GET/POST /api/v1/office/blocklist GET/POST /api/v1/office/calls GET/POST /api/v1/office/courier GET/POST /api/v1/office/visitors POST /api/v1/office/visitors/:param/out GET /api/v1/students,admissions@vivencia.test,pass,7,faculty finance hod hr institution_admin operations super_admin,"/api/v1/hr/employees 403 to admissions — sub-view for staff only; /api/v1/office/appointments 200, 2 rows; /api/v1/office/blocklist 200, 1 rows; /api/v1/office/calls 200, 2 rows; /api/v1/office/courier 200, 2 rows; /api/v1/office/visitors 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Visitors,Visitor Checkout Tracking,Assigned institution/campus,admissions.visitors.visitor_checkout_tracking,yes,admissions/FrontDesk,GET /api/v1/hr/employees GET/POST /api/v1/office/appointments GET/POST /api/v1/office/blocklist GET/POST /api/v1/office/calls GET/POST /api/v1/office/courier GET/POST /api/v1/office/visitors POST /api/v1/office/visitors/:param/out GET /api/v1/students,admissions@vivencia.test,pass,7,faculty finance hod hr institution_admin operations super_admin,"/api/v1/hr/employees 403 to admissions — sub-view for staff only; /api/v1/office/appointments 200, 2 rows; /api/v1/office/blocklist 200, 1 rows; /api/v1/office/calls 200, 2 rows; /api/v1/office/courier 200, 2 rows; /api/v1/office/visitors 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Visitors,Parent Appointment Booking,Assigned institution/campus,admissions.visitors.parent_appointment_booking,yes,admissions/FrontDesk,GET /api/v1/hr/employees GET/POST /api/v1/office/appointments GET/POST /api/v1/office/blocklist GET/POST /api/v1/office/calls GET/POST /api/v1/office/courier GET/POST /api/v1/office/visitors POST /api/v1/office/visitors/:param/out GET /api/v1/students,admissions@vivencia.test,pass,7,faculty finance hod hr institution_admin operations super_admin,"/api/v1/hr/employees 403 to admissions — sub-view for staff only; /api/v1/office/appointments 200, 2 rows; /api/v1/office/blocklist 200, 1 rows; /api/v1/office/calls 200, 2 rows; /api/v1/office/courier 200, 2 rows; /api/v1/office/visitors 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Gate Security,Gate RFID Entry Management,Assigned institution/campus,admissions.gate_security.gate_rfid_entry_management,no,,,,not built,0,,"catalogued only. 1 of 2 features in “Gate Security” are working, so the section exists and this is a gap within it.",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Gate Security,Emergency Gate Lockout,Assigned institution/campus,admissions.gate_security.emergency_gate_lockout,yes,admissions/FrontDesk,GET /api/v1/hr/employees GET/POST /api/v1/office/appointments GET/POST /api/v1/office/blocklist GET/POST /api/v1/office/calls GET/POST /api/v1/office/courier GET/POST /api/v1/office/visitors POST /api/v1/office/visitors/:param/out GET /api/v1/students,admissions@vivencia.test,pass,7,faculty finance hod hr institution_admin operations super_admin,"/api/v1/hr/employees 403 to admissions — sub-view for staff only; /api/v1/office/appointments 200, 2 rows; /api/v1/office/blocklist 200, 1 rows; /api/v1/office/calls 200, 2 rows; /api/v1/office/courier 200, 2 rows; /api/v1/office/visitors 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Office Log,Front Office Calls Register,Assigned institution/campus,admissions.office_log.front_office_calls_register,yes,admissions/FrontDesk,GET /api/v1/hr/employees GET/POST /api/v1/office/appointments GET/POST /api/v1/office/blocklist GET/POST /api/v1/office/calls GET/POST /api/v1/office/courier GET/POST /api/v1/office/visitors POST /api/v1/office/visitors/:param/out GET /api/v1/students,admissions@vivencia.test,pass,7,faculty finance hod hr institution_admin operations super_admin,"/api/v1/hr/employees 403 to admissions — sub-view for staff only; /api/v1/office/appointments 200, 2 rows; /api/v1/office/blocklist 200, 1 rows; /api/v1/office/calls 200, 2 rows; /api/v1/office/courier 200, 2 rows; /api/v1/office/visitors 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Office Log,Postal & Courier Log,Assigned institution/campus,admissions.office_log.postal_courier_log,yes,admissions/FrontDesk,GET /api/v1/hr/employees GET/POST /api/v1/office/appointments GET/POST /api/v1/office/blocklist GET/POST /api/v1/office/calls GET/POST /api/v1/office/courier GET/POST /api/v1/office/visitors POST /api/v1/office/visitors/:param/out GET /api/v1/students,admissions@vivencia.test,pass,7,faculty finance hod hr institution_admin operations super_admin,"/api/v1/hr/employees 403 to admissions — sub-view for staff only; /api/v1/office/appointments 200, 2 rows; /api/v1/office/blocklist 200, 1 rows; /api/v1/office/calls 200, 2 rows; /api/v1/office/courier 200, 2 rows; /api/v1/office/visitors 200, 3 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Communication,Applicant communication,Assigned institution/campus admissions scope,admissions.communication.applicant_communication,yes,admissions/Funnel,GET /api/v1/academics/classes GET /api/v1/admin/users POST /api/v1/admissions/applications/patch GET /api/v1/admissions/leads POST /api/v1/admissions/leads/assign GET/POST /api/v1/admissions/open-days GET /api/v1/admissions/open-days/:param/bookings GET /api/v1/admissions/open-days/:param/slots POST /api/v1/admissions/open-days/book GET/POST /api/v1/admissions/prospectus GET /api/v1/admissions/register POST /api/v1/admissions/rte/import GET /api/v1/admissions/sources POST /api/v1/admissions/waitlist/promote,admissions@vivencia.test,pass,9,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/classes 200, 4 rows; /api/v1/admin/users 403 to admissions — sub-view for staff only; /api/v1/admissions/leads 200, 83 rows; /api/v1/admissions/open-days 200, 1 rows; /api/v1/admissions/open-days/:param/bookings no demo record to address; /api/v1/admissions/open-days/:param/slots no demo record to address; /api/v1/admissions/prospectus 200, 3 rows; /api/v1/admissions/register 200, 44 rows; /api/v1/admissions/sources 200, 2 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Reports,Admission Conversion Reports,Assigned institution/campus,admissions.reports.admission_conversion_reports,yes,admissions/Pipeline,GET /api/v1/academics/sections POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol GET /api/v1/admissions/workflow/funnel GET /api/v1/admissions/workflow/merit GET /api/v1/admissions/workflow/seats,admissions@vivencia.test,pass,4,faculty finance hod hr institution_admin operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/admissions/workflow/funnel 200, 5 rows; /api/v1/admissions/workflow/merit 200, 44 rows; /api/v1/admissions/workflow/seats 200, 4 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
Admissions & Front Office,Reports,Lost Lead Reason Analysis,Assigned institution/campus,admissions.reports.lost_lead_reason_analysis,no,,,,not built,0,,"catalogued only. 1 of 2 features in “Reports” are working, so the section exists and this is a gap within it.",http://127.0.0.1:8090 at 2026-08-18 10:36
HR & Payroll,Home,HR KPIs,Assigned institution/campus employees,hr.home.hr_kpis,yes,hr/Dashboard,GET /api/v1/hr/dashboard GET /api/v1/hr/employees,hr@vivencia.test,pass,2,hod institution_admin super_admin,"/api/v1/hr/dashboard 200; /api/v1/hr/employees 200, 7 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
HR & Payroll,Records,Employee master,Assigned institution/campus employees,hr.records.employee_master,yes,hr/Employees,GET /api/v1/hr/documents GET /api/v1/hr/employees,hr@vivencia.test,pass,2,hod institution_admin super_admin,"/api/v1/hr/documents 200, no rows; /api/v1/hr/employees 200, 7 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
HR & Payroll,Records,Employee documents,Assigned institution/campus employees,hr.records.employee_documents,yes,hr/Employees,GET /api/v1/hr/documents GET /api/v1/hr/employees,hr@vivencia.test,pass,2,hod institution_admin super_admin,"/api/v1/hr/documents 200, no rows; /api/v1/hr/employees 200, 7 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
HR & Payroll,Records,Employee Document Expiry Alerts,Assigned institution/campus,hr.records.employee_document_expiry_alerts,yes,hr/Employees,GET /api/v1/hr/documents GET /api/v1/hr/employees,hr@vivencia.test,pass,2,hod institution_admin super_admin,"/api/v1/hr/documents 200, no rows; /api/v1/hr/employees 200, 7 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
HR & Payroll,Records,Staff ID Card Printing,Assigned institution/campus,hr.records.staff_id_card_printing,yes,hr/Employees,GET /api/v1/hr/documents GET /api/v1/hr/employees,hr@vivencia.test,pass,2,hod institution_admin super_admin,"/api/v1/hr/documents 200, no rows; /api/v1/hr/employees 200, 7 rows",http://127.0.0.1:8090 at 2026-08-18 10:36
HR & Payroll,Records,Teacher Qualification Register,Assigned institution/campus,hr.records.teacher_qualification_register,yes,hr/ServiceRecords,GET/POST /api/v1/hr/background-checks GET /api/v1/hr/employees GET/POST /api/v1/hr/medical-fitness GET/POST /api/v1/hr/qualifications GET/POST /api/v1/hr/service-book POST /api/v1/hr/service-book/:param/attest,hr@vivencia.test,pass,5,hod institution_admin super_admin,"/api/v1/hr/background-checks 200, no rows; /api/v1/hr/employees 200, 7 rows; /api/v1/hr/medical-fitness 200, no rows; /api/v1/hr/qualifications 200, no rows; /api/v1/hr/service-book 200, no rows",http://127.0.0.1:8090 at 2026-08-18 10:36
HR & Payroll,Records,Staff Service Book Digitalization,Assigned institution/campus,hr.records.staff_service_book_digitalization,yes,hr/ServiceRecords,GET/POST /api/v1/hr/background-checks GET /api/v1/hr/employees GET/POST /api/v1/hr/medical-fitness GET/POST /api/v1/hr/qualifications GET/POST /api/v1/hr/service-book POST /api/v1/hr/service-book/:param/attest,hr@vivencia.test,pass,5,hod institution_admin super_admin,"/api/v1/hr/background-checks 200, no rows; /api/v1/hr/employees 200, 7 rows; /api/v1/hr/medical-fitness 200, no rows; /api/v1/hr/qualifications 200, no rows; /api/v1/hr/service-book 200, no rows",http://127.0.0.1:8090 at 2026-08-18 10:36
HR & Payroll,Onboarding & Exit,Staff Onboarding & KYC Verification,Assigned institution/campus,hr.onboarding_exit.staff_onboarding_kyc_verification,yes,hr/Lifecycle,GET /api/v1/hr/employees GET/POST /api/v1/hr/exits GET/POST /api/v1/hr/exits/:param/clearances POST /api/v1/hr/exits/:param/interview POST /api/v1/hr/exits/:param/relieve POST /api/v1/hr/exits/:param/settle GET/POST /api/v1/hr/onboarding GET /api/v1/hr/seniority GET /api/v1/hr/service-certificates GET/POST /api/v1/hr/transfers,hr@vivencia.test,pass,7,hod institution_admin super_admin,"/api/v1/hr/employees 200, 7 rows; /api/v1/hr/exits 200, no rows; /api/v1/hr/exits/:param/clearances no demo record to address; /api/v1/hr/onboarding 200, 7 rows; /api/v1/hr/seniority 200, 7 rows; /api/v1/hr/service-certificates 200, no rows; /api/v1/hr/transfers 200, no rows",http://127.0.0.1:8090 at 2026-08-18 10:36
